delivery_id,order_id,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost,completion_missing_flag,actual_duration_hours,temporal_anomaly_flag,promised_window_hours,service_type,priority_level,pickup_zone,dropoff_zone,order_value,delay_hours,is_late
DL00258,O01230,D003,V093,H02,2024-05-26 21:11:00,2024-05-27 03:52:09.653128,Delayed,15.09,2,0,3.74,8.22,0,6.686014757777778,0,1,Parcel,High,Central,North,86.63,5.686014757777778,1
DL00259,O00266,D120,V096,H06,2024-10-04 19:45:00,2024-10-05 01:21:38.291899,Delayed,16.86,1,0,1.0,19.95,0,5.610636638611111,0,2,Business,High,Central,North,41.27,3.610636638611111,1
DL00260,O00152,D001,V114,H04,2024-09-03 19:25:00,2024-09-04 16:41:43.922337,OnTime,21.6,0,0,3.32,17.16,0,21.27886731583333,0,24,Retail,Medium,East,North,139.65,0.0,0
DL00261,O00445,D051,V079,H02,2025-04-19 01:20:00,2025-04-19 11:53:50.948058,Failed,10.73,1,1,3.18,9.58,0,10.564152238333334,0,2,Passenger,High,South,Riverside,68.98,8.564152238333334,1
DL00262,O00762,D134,V038,H08,2025-04-09 22:31:00,2025-04-09 23:27:49.931018,OnTime,5.51,0,0,4.14,10.11,0,0.9472030605555556,0,4,Retail,Medium,East,South,21.57,0.0,0
DL00263,O01006,D048,V098,H01,2025-12-29 14:58:00,2025-12-30 04:56:17.180320,Delayed,15.66,1,0,2.55,9.31,0,13.971438977777778,0,12,Parcel,High,Central,East,74.48,1.9714389777777779,1
DL00264,O00802,D073,V067,H08,2024-02-14 07:30:00,2024-02-15 08:17:05.653632,OnTime,11.61,0,0,4.33,11.38,0,24.784903786666668,0,24,Passenger,Medium,West,West,32.72,0.7849037866666677,1
DL00265,O00253,D119,V054,H03,2024-06-28 11:02:00,2024-06-28 13:40:12.117454,OnTime,14.43,0,0,4.54,15.01,0,2.6366992927777777,0,4,Retail,High,Central,West,144.86,0.0,0
DL00266,O01041,D154,V058,H06,2024-07-03 16:53:00,,OnTime,9.09,0,0,4.73,15.87,1,,0,4,Passenger,Medium,South,West,41.43,0.0,0
DL00267,O00665,D090,V015,H08,2024-02-17 14:27:00,2024-02-17 16:12:15.501233,OnTime,7.98,1,0,4.96,8.83,0,1.7543058980555555,0,4,Passenger,Low,West,Central,176.48,0.0,0
DL00268,O00030,D008,V056,H02,2025-10-05 03:47:00,,OnTime,8.7,1,0,3.88,15.46,1,,0,12,Medical,Low,North,East,44.84,0.0,0
DL00269,O00131,D085,V052,H06,2024-06-29 23:38:00,2024-07-01 10:09:10.323380,Delayed,16.05,1,0,1.96,13.91,0,34.519534272222224,0,24,Retail,Medium,East,West,14.11,10.519534272222224,1
DL00270,O00764,D104,V023,H08,2024-07-14 11:50:00,2024-07-15 02:05:57.442199,Failed,5.37,1,0,4.29,12.93,0,14.265956166388888,0,2,Retail,Medium,North,West,72.77,12.265956166388888,1
DL00271,O00193,D036,V017,H06,2024-01-22 16:51:00,2024-01-23 01:31:56.632521,Delayed,9.24,2,0,4.25,2.78,0,8.6823979225,0,4,Business,Medium,East,Central,202.67,4.6823979225,1
DL00272,O00494,D132,V028,H05,2025-09-02 15:53:00,2025-09-02 15:52:14.905393,OnTime,21.67,1,0,4.27,20.58,0,-0.012526279722222223,1,1,Parcel,Medium,East,Airport,50.08,0.0,0
DL00273,O00492,D071,V049,H01,2025-10-16 03:34:00,2025-10-16 06:45:29.870072,OnTime,9.75,0,0,2.95,14.1,0,3.1916305755555556,0,6,Retail,Critical,West,South,70.04,0.0,0
DL00274,O01198,D080,V080,H02,2025-01-13 05:25:00,2025-01-13 06:53:29.209324,OnTime,9.06,0,0,4.14,6.22,0,1.474780367777778,0,6,Retail,High,North,East,36.61,0.0,0
DL00275,O00697,D002,V012,H07,2025-02-09 18:46:00,2025-02-09 23:36:15.049502,OnTime,1.96,0,0,4.25,8.32,0,4.837513750555556,0,6,Medical,Medium,East,West,7.69,0.0,0
DL00276,O00531,D119,V014,H02,2025-04-26 10:59:00,2025-04-27 08:38:51.218057,OnTime,30.31,2,0,4.17,18.74,0,21.664227238055556,0,24,Business,High,Airport,Airport,157.07,0.0,0
DL00277,O00942,D104,V117,H04,2025-01-09 09:51:00,2025-01-09 19:32:27.546472,OnTime,7.7,2,0,4.03,12.17,0,9.69098513111111,0,12,Passenger,High,Central,Riverside,101.75,0.0,0
DL00278,O00203,D135,V070,H07,2024-07-05 21:38:00,2024-07-06 14:21:54.442674,Failed,3.93,2,0,3.49,3.82,0,16.731789631666665,0,6,Business,High,Central,Airport,84.76,10.731789631666665,1
DL00279,O00201,D032,V111,H01,2025-05-13 17:15:00,2025-05-13 20:41:51.542934,OnTime,11.65,2,0,4.15,8.01,0,3.447650815,0,4,Passenger,Medium,North,South,118.29,0.0,0
DL00280,O00535,D037,V010,H03,2024-12-18 08:55:00,,OnTime,13.44,1,0,4.63,15.09,1,,0,6,Retail,Medium,Riverside,Riverside,24.09,0.0,0
DL00281,O00801,D123,V046,H02,2024-03-29 16:47:00,2024-03-29 19:57:12.212231,OnTime,24.03,1,0,4.79,22.2,0,3.1700589530555554,0,6,Retail,Medium,South,North,111.28,0.0,0
DL00282,O01232,D045,V114,H03,2024-01-18 22:52:00,2024-01-19 02:56:30.044466,OnTime,14.86,1,0,3.5,16.26,0,4.0750123516666665,0,6,Passenger,Medium,West,East,55.4,0.0,0
DL00283,O01212,D142,V068,H08,2024-08-01 12:31:00,,OnTime,18.32,2,0,3.76,18.79,1,,0,2,Parcel,Low,West,South,45.3,0.0,0
DL00284,O00999,D089,V075,H03,2024-06-30 12:34:00,2024-07-01 08:34:00.640399,OnTime,2.53,0,0,3.73,4.03,0,20.00017788861111,0,24,Retail,High,Riverside,South,170.69,0.0,0
DL00285,O00442,D001,V097,H07,2025-06-22 14:54:00,2025-06-22 17:41:05.902000,OnTime,9.22,0,0,4.95,8.62,0,2.784972777777778,0,4,Business,High,Central,West,81.32,0.0,0
DL00286,O00059,D038,V047,H05,2025-11-20 19:24:00,,Delayed,13.74,0,1,3.32,7.06,1,,0,2,Passenger,Medium,Central,Airport,20.32,0.0,0
DL00287,O00352,D138,V099,H01,2024-05-19 17:01:00,2024-05-19 21:25:24.547937,OnTime,36.08,2,0,4.24,24.5,0,4.4068188713888885,0,4,Parcel,Low,Airport,North,271.29,0.4068188713888885,1
DL00288,O00636,D004,V064,H03,2024-06-20 10:05:00,2024-06-20 21:12:47.425266,Delayed,14.61,0,0,1.0,15.39,0,11.129840351666667,0,4,Medical,Medium,West,North,134.63,7.129840351666667,1
DL00289,O00233,D027,V095,H01,2024-12-24 20:17:00,2024-12-24 18:09:00.000000,OnTime,13.45,3,0,4.34,9.29,0,-2.1333333333333333,1,1,Parcel,High,Riverside,South,100.64,0.0,0
DL00290,O00524,D035,V083,H03,2025-06-20 16:54:00,2025-06-20 19:14:45.474692,OnTime,30.93,0,0,5.0,19.1,0,2.345965192222222,0,4,Passenger,Medium,Airport,Riverside,40.41,0.0,0
DL00291,O00485,D100,V068,H04,2024-11-27 02:51:00,2024-11-27 04:40:02.445388,OnTime,17.86,1,0,3.97,19.28,0,1.817345941111111,0,1,Passenger,High,North,Central,95.19,0.817345941111111,1
DL00292,O00811,D149,V103,H01,2024-05-09 08:13:00,2024-05-09 11:59:25.379839,OnTime,15.21,1,0,4.41,18.9,0,3.7737166219444442,0,6,Retail,Medium,North,Riverside,104.5,0.0,0
DL00293,O00888,D098,V104,H07,2024-06-13 07:40:00,2024-06-13 10:45:19.325161,OnTime,16.53,1,0,3.97,12.62,0,3.0887014336111114,0,2,Medical,Low,Riverside,Riverside,139.5,1.0887014336111114,1
DL00294,O00443,D093,V100,H08,2025-10-20 02:48:00,2025-10-20 11:47:02.861673,OnTime,12.21,0,0,4.39,15.82,0,8.9841282425,0,12,Parcel,Medium,North,Riverside,63.8,0.0,0
DL00295,O01101,D131,V087,H07,2024-01-14 09:50:00,2024-01-14 14:16:20.091051,OnTime,20.39,2,0,5.0,18.38,0,4.438914180833333,0,6,Parcel,Medium,Riverside,North,38.39,0.0,0
DL00296,O01064,D062,V044,H03,2025-12-22 19:59:00,2025-12-23 10:18:27.445268,Delayed,16.44,2,0,4.7,11.33,0,14.324290352222222,0,12,Passenger,Medium,Central,Airport,48.29,2.3242903522222225,1
DL00297,O01109,D107,V018,H01,2025-12-08 15:52:00,,OnTime,33.69,1,0,3.55,22.27,1,,0,2,Business,Low,Airport,Riverside,16.12,0.0,0
DL00298,O01051,D111,V109,H05,2025-06-06 07:00:00,2025-06-06 23:06:57.382276,Delayed,11.95,0,0,3.03,8.36,0,16.11593952111111,0,4,Retail,Low,Central,Airport,74.57,12.115939521111109,1
DL00299,O01061,D121,V088,H07,2024-04-29 22:39:00,2024-04-29 23:45:53.493983,OnTime,15.83,3,0,4.49,12.5,0,1.1148594397222222,0,2,Retail,Medium,Central,West,13.17,0.0,0
DL00300,O00222,D039,V056,H05,2024-09-25 13:54:00,2024-09-25 13:33:56.991734,OnTime,10.01,1,0,3.41,14.32,0,-0.3341689627777778,1,4,Parcel,High,Riverside,West,27.35,0.0,0
DL00301,O01152,D165,V009,H04,2025-03-13 00:37:00,2025-03-13 23:37:06.560164,OnTime,9.27,0,0,5.0,9.21,0,23.001822267777776,0,24,Passenger,High,Riverside,West,192.23,0.0,0
DL00302,O01208,D117,V008,H06,2024-04-18 21:38:00,2024-04-19 09:44:14.799027,OnTime,14.89,0,0,3.6,10.25,0,12.104110840833334,0,12,Medical,Medium,Riverside,South,116.78,0.104110840833334,1
DL00303,O00813,D143,V005,H06,2025-10-14 00:12:00,2025-10-14 05:00:10.581519,OnTime,10.29,1,0,5.0,18.54,0,4.802939310833334,0,4,Parcel,Medium,North,North,75.79,0.8029393108333336,1
DL00304,O00433,D036,V024,H08,2024-10-29 16:23:00,2024-10-30 06:42:08.707870,Failed,11.81,0,1,2.83,10.31,0,14.319085519444444,0,12,Retail,Medium,Central,Central,85.59,2.319085519444444,1
DL00305,O00584,D028,V045,H06,2024-07-06 01:06:00,2024-07-06 04:24:49.446131,OnTime,27.25,0,0,3.81,15.04,0,3.313735036388889,0,6,Retail,Medium,Airport,West,137.29,0.0,0
DL00306,O01168,D136,V099,H07,2024-12-15 22:14:00,2024-12-16 09:57:18.304523,Delayed,34.53,4,1,2.96,19.47,0,11.721751256388888,0,12,Passenger,Medium,Airport,Central,30.78,0.0,0
DL00307,O00699,D089,V021,H03,2024-09-22 15:57:00,2024-09-23 01:06:05.325869,OnTime,11.84,1,0,3.9,12.44,0,9.151479408055556,0,12,Medical,Medium,South,Riverside,202.46,0.0,0
DL00308,O00495,D146,V046,H01,2024-01-16 01:13:00,2024-01-16 07:46:08.760014,OnTime,8.6,0,0,3.55,10.89,0,6.552433337222222,0,6,Passenger,Low,East,South,133.15,0.5524333372222223,1
DL00309,O00783,D164,V089,H02,2024-06-28 23:56:00,2024-06-29 03:09:24.133659,OnTime,10.02,0,0,3.2,6.99,0,3.223370460833333,0,4,Parcel,Critical,North,East,46.36,0.0,0
DL00310,O00285,D149,V077,H08,2025-01-05 13:48:00,2025-01-05 21:27:35.577931,OnTime,9.55,2,0,4.67,12.27,0,7.659882758611111,0,4,Business,High,North,North,106.65,3.6598827586111113,1
DL00311,O00797,D086,V077,H05,2025-03-23 04:36:00,2025-03-23 08:18:19.597633,OnTime,8.21,2,0,5.0,10.01,0,3.705443786944444,0,4,Passenger,Medium,Riverside,Riverside,47.39,0.0,0
DL00312,O00204,D142,V043,H03,2025-10-22 23:06:00,2025-10-23 17:41:31.231144,Failed,31.38,0,0,4.79,14.35,0,18.59200865111111,0,12,Passenger,High,Airport,West,61.59,6.592008651111112,1
DL00313,O00601,D136,V005,H08,2025-05-23 04:56:00,2025-05-23 11:22:17.637305,OnTime,17.43,2,0,3.9,12.77,0,6.438232584722222,0,6,Retail,Low,North,South,49.24,0.43823258472222193,1
DL00314,O00499,D078,V092,H08,2024-06-11 07:00:00,2024-06-11 09:11:43.991103,OnTime,5.63,2,0,4.16,6.47,0,2.195553084166667,0,4,Passenger,Medium,East,Central,62.77,0.0,0
DL00315,O01107,D082,V041,H04,2024-01-25 08:28:00,2024-01-26 02:41:51.339470,Delayed,37.41,2,0,4.22,17.73,0,18.230927630555556,0,12,Business,Medium,Airport,Central,282.35,6.230927630555556,1
DL00316,O00081,D108,V095,H08,2025-04-17 15:01:00,2025-04-18 07:30:05.752336,Failed,7.85,1,0,4.11,9.08,0,16.484931204444443,0,6,Passenger,Low,West,Airport,208.38,10.484931204444443,1
DL00317,O00711,D105,V106,H06,2024-12-15 15:16:00,2024-12-15 16:55:42.081483,OnTime,13.76,1,0,4.67,13.99,0,1.6616893008333333,0,2,Passenger,High,South,South,69.11,0.0,0
DL00318,O00281,D054,V041,H03,2024-12-03 07:14:00,2024-12-03 09:03:19.830677,OnTime,26.53,3,0,4.48,16.02,0,1.8221751880555555,0,4,Passenger,Low,Airport,North,47.49,0.0,0
DL00319,O00937,D153,V103,H04,2024-04-24 08:08:00,2024-04-25 03:22:25.571685,Failed,1.2,0,0,2.72,10.96,0,19.24043657916667,0,4,Parcel,High,Riverside,South,31.56,15.24043657916667,1
DL00320,O01030,D059,V006,H08,2025-08-29 10:29:00,2025-08-29 14:24:55.246235,OnTime,5.12,1,0,5.0,10.77,0,3.932012843055556,0,6,Parcel,High,Central,West,186.34,0.0,0
DL00321,O00438,D119,V052,H03,2025-12-29 18:51:00,2025-12-29 22:33:53.325115,OnTime,8.71,3,0,4.26,14.34,0,3.7148125319444443,0,4,Business,Low,North,West,27.39,0.0,0
DL00322,O01025,D023,V030,H04,2024-04-29 16:53:00,2024-04-30 08:03:31.403272,Delayed,11.02,1,0,5.0,13.23,0,15.175389797777779,0,6,Parcel,Medium,West,North,75.72,9.175389797777779,1
DL00323,O00666,D011,V107,H04,2025-08-26 20:36:00,2025-08-27 21:37:46.153565,OnTime,24.58,3,0,4.21,18.25,0,25.029487101388888,0,24,Parcel,Low,Airport,Central,185.32,1.029487101388888,1
DL00324,O00455,D042,V059,H07,2024-08-14 04:59:00,2024-08-14 10:11:51.273104,Failed,21.07,1,0,3.21,12.52,0,5.214242528888889,0,6,Passenger,High,Airport,Airport,144.79,0.0,0
DL00325,O00582,D108,V001,H08,2024-11-06 12:05:00,2024-11-06 11:51:52.065126,OnTime,14.87,0,0,5.0,14.0,0,-0.21887079833333334,1,2,Parcel,Medium,South,Central,48.36,0.0,0
DL00326,O00500,D137,V103,H07,2024-07-30 17:04:00,2024-07-31 05:16:59.302762,OnTime,17.24,0,0,4.02,17.18,0,12.216472989444444,0,12,Retail,Low,North,West,64.83,0.21647298944444415,1
DL00327,O00418,D102,V023,H04,2025-11-07 07:55:00,2025-11-07 19:57:47.382670,OnTime,9.17,0,0,4.78,9.88,0,12.04649518611111,0,12,Passenger,Critical,Riverside,South,46.83,0.0464951861111107,1
DL00328,O00060,D009,V072,H02,2024-05-10 18:12:00,2024-05-10 23:00:20.975877,OnTime,4.02,1,0,3.26,8.95,0,4.8058266325000005,0,6,Medical,Critical,North,East,37.52,0.0,0
DL00329,O00805,D100,V047,H08,2025-10-01 20:47:00,2025-10-01 23:37:09.410468,OnTime,1.62,0,0,4.03,11.74,0,2.835947352222222,0,6,Passenger,Low,North,Central,180.16,0.0,0
DL00330,O00246,D049,V026,H04,2024-12-14 03:40:00,2024-12-14 21:45:40.052829,Failed,15.83,1,0,2.59,16.95,0,18.094459119166668,0,4,Parcel,Medium,East,Riverside,68.11,14.094459119166668,1
DL00331,O01059,D005,V036,H07,2025-11-23 22:50:00,2025-11-24 01:57:10.991964,OnTime,12.94,2,0,3.72,15.48,0,3.11971999,0,6,Business,Medium,East,East,19.55,0.0,0
DL00332,O00949,D121,V088,H06,2025-04-15 19:23:00,2025-04-16 22:34:29.222918,Delayed,5.96,1,0,3.42,9.99,0,27.191450810555555,0,24,Medical,Medium,West,West,71.3,3.191450810555555,1
DL00333,O00930,D119,V063,H06,2025-08-20 08:58:00,2025-08-20 16:13:50.998376,Delayed,21.85,0,0,1.76,16.51,0,7.264166215555555,0,4,Retail,High,Central,Riverside,133.79,3.264166215555555,1
DL00334,O00925,D018,V093,H03,2024-11-15 22:49:00,2024-11-16 17:18:41.963453,Failed,17.65,0,1,3.01,12.27,0,18.494989848055557,0,12,Business,Low,South,Airport,162.25,6.494989848055557,1
DL00335,O00347,D082,V069,H05,2025-09-01 08:39:00,2025-09-01 19:54:32.954454,OnTime,12.56,0,0,4.4,15.64,0,11.259154015,0,12,Parcel,Medium,South,South,78.58,0.0,0
DL00336,O00891,D076,V071,H03,2025-02-21 18:25:00,,OnTime,6.82,1,0,3.73,6.0,1,,0,2,Passenger,Medium,Central,Airport,82.47,0.0,0
DL00337,O00659,D116,V100,H06,2024-11-14 19:53:00,2024-11-15 05:59:09.777871,OnTime,23.37,1,0,4.48,14.95,0,10.102716075277778,0,12,Retail,Low,South,North,135.53,0.0,0
DL00338,O00331,D085,V053,H05,2024-02-23 09:42:00,2024-02-23 14:36:51.779770,OnTime,12.27,2,0,4.32,14.93,0,4.9143832694444445,0,6,Parcel,Medium,Riverside,East,36.77,0.0,0
DL00339,O00593,D073,V111,H04,2025-06-22 11:57:00,2025-06-22 16:52:49.829827,Delayed,4.33,0,0,1.57,12.76,0,4.930508285277778,0,1,Passenger,High,Central,Riverside,63.86,3.930508285277778,1
DL00340,O00435,D086,V024,H05,2024-09-19 13:43:00,2024-09-19 14:58:25.664734,OnTime,22.6,0,0,3.8,20.75,0,1.2571290927777778,0,4,Retail,Medium,South,Central,47.28,0.0,0
DL00341,O01203,D050,V037,H07,2024-11-13 21:57:00,2024-11-14 21:39:10.558162,OnTime,2.78,0,0,3.72,12.39,0,23.70293282277778,0,24,Parcel,Medium,West,Riverside,141.68,0.0,0
DL00342,O00123,D028,V090,H08,2024-07-14 07:47:00,2024-07-15 04:17:08.927278,Failed,6.8,0,0,2.47,8.94,0,20.502479799444444,0,2,Retail,High,West,East,21.55,18.502479799444444,1
DL00343,O00505,D015,V012,H04,2025-03-29 21:38:00,2025-03-30 10:54:47.382876,OnTime,34.31,1,0,2.98,15.09,0,13.279828576666668,0,12,Retail,High,Airport,West,84.65,1.2798285766666684,1
DL00344,O00238,D164,V081,H02,2024-08-28 12:22:00,2024-08-28 15:44:24.161498,OnTime,11.63,0,0,5.0,11.55,0,3.3733781938888887,0,4,Parcel,Critical,South,West,192.22,0.0,0
DL00345,O01175,D036,V007,H06,2024-11-04 13:11:00,,OnTime,8.75,1,0,4.22,2.72,1,,0,24,Retail,Low,West,Airport,63.42,0.0,0
DL00346,O00614,D097,V060,H03,2025-02-06 00:08:00,2025-02-05 23:06:08.578620,OnTime,15.26,1,0,3.93,14.52,0,-1.0309503833333333,1,2,Passenger,Medium,West,Riverside,259.73,0.0,0
DL00347,O00343,D026,V030,H03,2024-12-09 02:01:00,2024-12-09 11:31:00.186861,Delayed,15.62,0,1,3.94,18.0,0,9.500051905833335,0,2,Business,Medium,Central,South,81.36,7.500051905833335,1
DL00348,O00754,D098,V062,H01,2024-10-07 23:24:00,2024-10-08 16:07:55.556410,Delayed,2.21,4,0,2.89,13.34,0,16.732099002777776,0,4,Parcel,Medium,Central,Airport,65.19,12.732099002777776,1
DL00349,O00231,D016,V042,H07,2024-12-16 02:23:00,2024-12-16 09:57:31.805029,Delayed,15.82,0,0,2.75,11.11,0,7.5755013969444445,0,6,Passenger,Low,East,South,69.44,1.5755013969444445,1
DL00350,O01209,D019,V017,H06,2025-06-14 03:56:00,2025-06-14 09:51:38.918546,Failed,13.23,1,0,3.05,11.77,0,5.927477373888889,0,2,Parcel,Medium,Riverside,Central,12.79,3.9274773738888893,1
DL00351,O00069,D142,V050,H07,2024-05-19 21:58:00,2024-05-20 09:27:10.018280,OnTime,33.129999999999995,0,0,4.53,22.56,0,11.486116188888888,0,12,Passenger,Medium,Airport,Riverside,103.29,0.0,0
DL00352,O00989,D133,V112,H05,2024-03-08 14:47:00,2024-03-09 06:10:35.262310,Failed,9.57,0,0,2.25,15.47,0,15.393128419444444,0,1,Medical,Medium,North,Central,89.8,14.393128419444444,1
DL00353,O00159,D018,V014,H03,2024-09-14 23:08:00,2024-09-15 09:25:14.900209,OnTime,4.49,0,0,3.9,6.4,0,10.287472280277777,0,12,Parcel,Low,North,South,105.17,0.0,0
DL00354,O00776,D014,V034,H04,2025-03-03 01:09:00,2025-03-03 05:31:01.221882,OnTime,10.43,0,0,4.54,9.64,0,4.3670060783333335,0,4,Parcel,Low,Riverside,East,108.49,0.36700607833333354,1
DL00355,O00561,D162,V106,H07,2025-06-02 10:12:00,2025-06-02 18:34:59.818071,Delayed,7.43,1,0,3.96,12.85,0,8.3832827975,0,4,Retail,High,Central,Airport,86.87,4.3832827975,1
DL00356,O01181,D031,V118,H04,2024-02-24 01:34:00,2024-02-24 05:12:32.309441,OnTime,13.12,0,0,4.84,6.12,0,3.6423081780555555,0,6,Retail,High,West,East,95.57,0.0,0
DL00357,O00235,D134,V030,H08,2025-12-22 12:39:00,2025-12-23 01:10:03.126008,Delayed,14.75,1,0,3.27,7.91,0,12.517535002222221,0,2,Retail,Medium,Central,Central,27.53,10.517535002222221,1
DL00358,O00497,D022,V005,H02,2025-11-22 01:45:00,2025-11-23 02:04:47.304047,Delayed,19.28,1,0,3.57,14.5,0,24.32980667972222,0,12,Medical,Low,South,Central,169.24,12.329806679722221,1
DL00359,O00654,D068,V057,H01,2025-06-18 22:44:00,2025-06-20 08:19:56.137076,Delayed,18.71,1,1,2.94,15.84,0,33.598926965555556,0,24,Parcel,High,Central,Airport,47.22,9.598926965555556,1
DL00360,O00595,D100,V062,H02,2024-03-05 07:09:00,2024-03-06 01:44:19.453287,Delayed,12.5,1,0,2.59,21.14,0,18.588737024166665,0,12,Business,Medium,South,Airport,71.08,6.588737024166665,1
DL00361,O00377,D007,V051,H07,2024-07-22 23:59:00,2024-07-23 12:06:00.358864,OnTime,25.24,0,0,4.4,13.28,0,12.116766351111112,0,12,Retail,Medium,Airport,East,213.06,0.11676635111111189,1
DL00362,O00460,D156,V012,H04,2024-12-09 18:44:00,2024-12-09 19:57:19.363281,OnTime,6.09,0,0,3.51,8.56,0,1.2220453558333333,0,4,Passenger,Low,Central,North,72.35,0.0,0
DL00363,O00710,D069,V090,H07,2025-02-17 14:58:00,2025-02-17 20:44:29.402310,OnTime,19.08,1,0,5.0,17.76,0,5.774833975,0,6,Passenger,Low,South,South,91.43,0.0,0
DL00364,O00277,D056,V014,H04,2024-01-14 01:45:00,2024-01-14 08:12:31.903105,OnTime,23.79,1,0,3.98,11.43,0,6.4588619736111115,0,6,Passenger,Medium,West,Central,107.13,0.4588619736111115,1
DL00365,O00861,D064,V012,H01,2025-09-05 09:13:00,2025-09-05 09:38:01.068912,OnTime,10.33,0,0,4.19,9.22,0,0.41696358666666666,0,2,Passenger,Medium,East,Central,90.82,0.0,0
DL00366,O00910,D146,V095,H06,2025-07-24 04:05:00,2025-07-24 11:38:55.420285,OnTime,17.03,0,0,3.63,18.63,0,7.565394523611111,0,6,Business,Medium,North,North,159.86,1.5653945236111113,1
DL00367,O00575,D128,V106,H02,2025-08-15 07:04:00,2025-08-15 20:10:40.282041,Delayed,3.02,0,0,2.94,16.73,0,13.111189455833333,0,12,Retail,Medium,Riverside,Riverside,30.5,1.1111894558333333,1
DL00368,O00474,D147,V067,H01,2025-03-22 20:07:00,2025-03-22 19:20:56.392732,OnTime,35.4,2,0,3.94,18.88,0,-0.7676686855555556,1,2,Medical,Medium,Airport,Central,283.42,0.0,0
DL00369,O00366,D011,V044,H05,2024-02-12 22:37:00,2024-02-14 06:15:16.530828,Delayed,13.48,0,0,1.44,12.48,0,31.63792523,0,24,Business,High,Central,South,52.46,7.6379252300000005,1
DL00370,O00902,D131,V021,H05,2024-09-22 21:11:00,2024-09-23 05:17:24.341218,Delayed,1.87,3,0,1.24,10.71,0,8.106761449444445,0,6,Parcel,Medium,East,West,70.09,2.106761449444445,1
DL00371,O01079,D158,V069,H03,2024-03-31 08:45:00,2024-04-01 08:18:08.744449,OnTime,17.43,0,0,3.57,10.98,0,23.552429013611114,0,24,Passenger,Medium,South,Riverside,190.5,0.0,0
DL00372,O00300,D087,V090,H02,2024-04-02 01:57:00,2024-04-02 04:31:19.626971,OnTime,6.81,0,0,4.87,8.41,0,2.5721186030555554,0,4,Retail,Low,Riverside,South,33.34,0.0,0
DL00373,O00282,D058,V081,H05,2024-01-20 06:39:00,2024-01-20 23:38:53.202677,Delayed,11.36,0,1,3.2,23.6,0,16.99811185472222,0,6,Parcel,Medium,South,West,207.38,10.998111854722222,1
DL00374,O00841,D090,V061,H01,2025-09-26 21:47:00,2025-09-27 05:08:21.607477,OnTime,23.47,5,0,3.73,14.32,0,7.356002076944445,0,6,Business,Medium,Airport,South,21.71,1.3560020769444447,1
DL00375,O00466,D102,V021,H05,2024-01-07 05:49:00,2024-01-07 11:01:08.925355,OnTime,22.12,1,0,4.22,17.86,0,5.202479265277778,0,6,Business,High,West,Airport,88.87,0.0,0
DL00376,O01104,D090,V114,H04,2024-09-21 17:50:00,2024-09-22 04:54:45.274892,OnTime,6.72,0,0,4.51,5.92,0,11.079243025555556,0,12,Parcel,Low,East,Riverside,55.13,0.0,0
DL00377,O00510,D075,V113,H07,2024-11-23 00:12:00,2024-11-23 15:31:47.790489,Failed,5.45,4,0,2.23,10.45,0,15.3299418025,0,4,Medical,Medium,West,West,170.3,11.3299418025,1
DL00378,O00070,D111,V037,H02,2025-05-13 23:09:00,2025-05-14 15:42:14.054302,Failed,7.92,0,0,2.14,7.93,0,16.55390397277778,0,4,Retail,Low,Central,Airport,165.63,12.553903972777778,1
DL00379,O01127,D018,V020,H02,2024-03-17 03:56:00,,OnTime,17.4,1,0,3.6,14.92,1,,0,1,Retail,Medium,Riverside,Central,104.37,0.0,0
DL00380,O00120,D130,V106,H01,2024-06-16 04:55:00,2024-06-16 10:04:33.075437,OnTime,39.900000000000006,2,0,3.71,19.33,0,5.159187621388889,0,6,Passenger,Medium,Airport,North,85.27,0.0,0
DL00381,O00488,D015,V005,H05,2025-08-29 19:57:00,2025-08-30 01:45:13.017030,OnTime,11.24,0,0,5.0,10.97,0,5.803615841666667,0,4,Medical,Low,North,South,111.27,1.8036158416666668,1
DL00382,O00141,D163,V021,H02,2024-12-05 21:45:00,2024-12-05 20:24:16.997321,OnTime,7.31,0,0,4.39,11.68,0,-1.3452785219444445,1,1,Business,High,North,South,83.09,0.0,0
DL00383,O00846,D057,V017,H08,2025-07-27 23:24:00,2025-07-28 06:19:36.333860,Delayed,9.53,1,1,2.92,9.76,0,6.926759405555555,0,2,Parcel,High,East,East,117.43,4.926759405555555,1
DL00384,O00618,D017,V054,H05,2025-11-19 13:06:00,2025-11-20 14:27:52.039382,Failed,14.52,4,0,2.82,10.94,0,25.364455383888888,0,12,Parcel,Medium,Central,South,41.64,13.364455383888888,1
DL00385,O00617,D123,V086,H08,2024-03-30 09:37:00,2024-03-30 08:15:11.016084,OnTime,17.51,1,0,4.44,14.04,0,-1.3636066433333334,1,1,Medical,Medium,Central,Riverside,77.56,0.0,0
DL00386,O00135,D144,V002,H05,2025-04-25 03:12:00,2025-04-26 22:39:24.905513,Failed,1.21,1,0,3.35,13.97,0,43.456918198055554,0,24,Passenger,Low,Riverside,North,118.96,19.456918198055554,1
DL00387,O00274,D016,V017,H01,2025-10-03 21:33:00,2025-10-05 15:40:35.899437,Failed,11.96,0,0,2.85,11.86,0,42.1266387325,0,24,Passenger,High,North,West,90.93,18.1266387325,1
